IntegralRankCurrencyName_1300001|元宝榜
Role_120|消耗%s个%s\n
Role_121|达到3星后可觉醒
Role_122|是否使用%s个%s进行觉醒？
Role_123|升星可提高最大等级上限
Role_124|已达到最高等级
Role_125|已达到最高星级
Role_126|等级：
Role_127|【当前解锁】：
Role_128|【满星属性】：
Role_129|【%s星解锁】：%s
Role_130|【激活解锁】：
Role_131|【觉醒属性】：
Role_132|【觉醒解锁】：
Role_133|%s阶·%s
Role_134|阶法身装备
Role_135|专属：
Role_136|获取途径：
Role_137|（%s阶激活）
Role_138|拥有：
Role_139|%s法身达到%s阶开启!
Role_140|原始法身
Role_141|先天法身
Role_142|后天法身
Role_143|请先激活法身！
Role_145|是否消耗1个%s提前开启法身阵位？
Role_146|法身战力额外提升%s%
Role_147|消耗：
Role_148|初炼
Role_149|无暇
Role_150|圆满
Role_151|（已激活）
Role_152|（法身炼体%s阶激活）
Role_153|神通：%s(%s级）
Role_154|(已满足)
Role_155|(未满足)
Role_156|(拥有:
Role_157|复苏
Role_158|神格属性
Role_159|神格%s阶
Role_160|件激活属性: 
Role_161|阶级:%s阶
Role_162|激活效果
Role_163|套装阶级达到1阶
Role_164|下一级效果
Role_165|套装阶级达到%s阶
Role_166|阶神装
Role_167|件效果: 
Role_168|进阶替换
Role_169|升阶材料不足！
Role_170|消耗%s件%s进阶为%s
Role_171|当前装备已达到最大阶数
Role_172|神装
Role_173|神格
Role_174|神冕
Role_175|神座
Role_176|暂未开启，敬请期待
Role_177|所需道具
Role_178|即将开放
Role_179|圣杯
Role_180|圣杯令咒
Role_181|经验值
Role_182|铸造圣杯
Role_183|一键铸造
Role_184|圣杯令咒不足
Role_185|停止铸造
Role_186|\n请突破圣杯
Role_187|需要消耗%s个圣杯令咒
Role_188|一键装配
Role_189|请先装载符文
Role_190|激活%s个圣杯皮肤可开启
Role_191|暂无属性
Role_192|（新增）
Role_193|尚未激活该皮肤
Role_194|刷   新
Role_195|容器圣杯
Role_196|初生圣杯
Role_197|丰足圣杯
Role_198|充盈圣杯
Role_199|溢满圣杯
Role_200|%s  (%s阶开启)
Role_201|图鉴
Role_202|万仙录
Role_203|神龙诀
Role_204|已收集(%s/%s)
Role_205|(集齐%s件)
Role_206|飞剑达到%s阶
Role_207|使用%s×%s激活
Role_208|飞剑激活消耗
Role_209|飞剑进阶消耗
Role_210|拥有: 
Role_211|转生等级不足，暂无可激活属性
Role_212|%s阶·%s期可吞噬%s!
Role_213|吞噬已达上限，提升修仙境界吞噬更多属性丹!
Role_214|材料不足!
Role_215|进度:%s%
Role_216|属性丹
Role_217|升级消耗
Role_218|激活消耗
Role_219|祭神台每提升1级，即可向远古诸神提出一个愿望
Role_220|祭神台Lv.
Role_221|累计许愿次数：
Role_222|重铸神台
Role_223|祈愿背包
Role_224|从背包选择您要炼星的装备或道具
Role_225|选择超出上限
Role_226|重铸星塔
Role_227|星塔背包
Role_228|炼星
Role_229|仙玉总收益：
Role_230|星塔暴击率：
Role_231|下次必暴击：
Role_232|已满级
Role_233|预计仙玉收益：
Role_234|装备炼星仙玉收益+
Role_235|剑池收益只会保存最多12小时，超过12小时不领取则会停止产出，领取后重新开始计时。
Role_236|圣兵阁
Role_237|祭神台
Role_238|炼星塔
Role_239|灵剑阵
Role_240|圣杯
Role_241|圣兵阁1转圆满开启
Role_242|点亮%s部位
Role_243|转生等级不足
Role_244|前往元神
Role_245|因圣兵阁的积累，元神之源为元神储备了
Role_246|战力，储备的战力将直接继承至元神。
Role_247|从背包选择您要捐献的装备
Role_248|一键捐献
Role_249|确定捐献
Role_250|捐献成功
Role_251|无可捐献装备
Role_252|该部位捐献已达上限
Role_253|该部位选择已达上限
Role_254|未选择装备
Role_255|当前上阵
Role_256|上阵
Role_257|激活神兵才可上阵
Role_258|剑阵%s上阵神兵
Role_259|请选择位置
Role_260|请选择神兵
Role_261|重铸剑池
Role_262|尚未激活剑阵
Role_263|（未激活）
Role_264|剑池上限
Role_265|获得任意SSR以上神兵即开启
Role_266|使用【%s】激活
Role_267|称号
Role_268|重复收集称号可升星，部分称号3星可激活动态效果
Role_269|来源：
Role_270|获取途径：
Role_271|点击返回
Role_272|恭喜获得新称号
Role_273|称号激活动态特效
Role_274|下阶属性:
Role_275|属性增益:
Role_276|下阶领悟:
Role_277|阶领悟:
Role_278|已领悟全部神通
Role_279|领悟神通:
Role_280|已领悟神通
Role_281|已领悟
Role_282|为角色加成属性
Role_283|觉醒属性
Role_284|灵珠加成总属性
Role_285|升阶属性
Role_286|获取更多
Role_287|分解灵珠
Role_288|无可替换灵珠
Role_289|阵法
Role_290| 请先激活阵法
Role_291|%s第%s阶或%s%s解锁
Role_292|无可装备灵珠
Role_293|一键分解
Role_294|神墓历险时，相同光环仅生效最高级，全队共享所有阵法效果
Role_295|(%s星)
Role_296|激活条件：灵珠总星数%s激活
Role_297|已达到最高级
Role_298|战甲
Role_299|暂无到达5星的时装
Role_300|时装属性
Role_301|【激活特权】\n开启自动熔炼
Role_302|已永久增加主角属性：
Role_303|拥有数量：
Role_304|已吞噬：
Role_305|吞噬上限+
Role_306|功能未开启
Role_307|穿着橙色品质以上的装备开启!
Role_308|角色
Role_309|元神
Role_310|法身
Role_311|排行
Role_312|拥有者
Role_313|神兵认主排行
Role_314|时装认主排行
Role_315|羽翼认主排行
Role_316|请勿频繁刷新！
Role_317|我的排名: 
Role_318|进阶奖励:
Role_319|三倍领取！价格远远低于商城单价！领到就是赚到！
Role_320|激活寒月剑仙套装
Role_321|激活魔神套装
Role_322|恭喜获得新
Role_323|出战
Role_324|幻化
Role_325|三倍领取
Role_326|直接领取
Role_327|神兵属性
Role_328|升星消耗
Role_329|特殊：本次升星将提升属性丹使用上限+
Role_330|飞剑属性
Role_331|羽翼属性
Role_332|进阶战力+
Role_333|已达到满级
Role_334|进阶条件：
Role_335|[%s]系列%s达到%s星
Role_336|[%s]系列%s属性
Role_337|[%s]系列全部达到%s星
Role_338|基础形态
Role_339|完美形态
Role_340|提升战力：
Role_341|暂无到达5星的神兵
Role_342|暂无到达5星的羽翼
Role_343|激活道具不足
Role_344|符咒技能：
Role_345|激活符咒后才可以升级
Role_346|当前等级
Role_347|下一等级
Role_348|符咒
NotTarget|当前范围内没有可切换的目标
NotOthers|尚未发现其他敌人
SwitchTarget|切换目标
BelongSelf|当前归属自己
AtkOwnerDisable|不可攻击归属者
TakeOwner|抢夺归属
Attack|攻击
Attacking|攻击中
YsDesc|(面对%s元神时攻防下降50%)
XuRuo|虚弱：当前变身元神被BOSS克制
CountDownSecond|挑战倒计时：%s秒
XueNu|(BOSS血怒，免疫伤害：%s秒)
ReviveCountDown|自动复活倒计时
KillBy|你被%s击败了
ReviveTips|是否花费#G%s%s#end立即复活？
PVE_MODEL|自卫模式
PVP_MODEL|全体模式
NotTargetAtk|没有可攻击的目标
TieTips|束缚状态，无法使用技能！
VipTips|VIP已升级，丰厚奖励等您领！
XianShiTips|魔界妖物窥视我师门仙石，请誓死守护！
SkillTips|非自己场次无法使用技能
SchLvName_0|新兴宗门
SchLvName_3|一流宗门
SchLvName_5|超级宗门
SchLvName_8|顶级宗门
SchLvName_11|万法上宗
School_team_lv_not_enough|战队等级不足
School_team_lv|%s级战队：
School_team_lv2|级战队
School_lv_not_enough|宗门等级不足
School_lv|宗门等级
School_leader|掌门：
School_pass|\n通关：
School_any_cnt|任意%s个：
School_layer_num|层数：
School_layer_num2|第%s层
School_team_nothing|战队：无
School_team_open_lv|战队%s级开启
School_donate_rule|捐献可得<font color='0x00ff24'>建设值%s</font>, <font color='0x00ff24'>声望%s</font>
School_system|【系统】：
School_not_join_team|你还未加入战队
School_common_pass_cnt|宗门共同通关第%s境
School_common_pass_cnt_not_enough|宗门共同通关数不足!
School_wt_layer_max|已达最高层
School_wt_water_tip|请先完成%s岁浇水
School_xl_exchange_tip|（达到<font color='0x00ff24'>%s</font>层可兑换）
School_cooling_time|冷却时间
School_attack_range|攻击范围
School_no_cooling|无冷却
School_skill_unable_to_release|被动技能无法主动释放
School_person|人
School_single_person|单人
School_product_exchange_max|商品已达到限购次数
School_citywar_move_cond|还有%s秒才能移动！
School_citywar_inspire_success|鼓舞成功！
School_xinfa|心法：
School_juexue|绝学：
School_fashen|法身：
School_vit_not_enough|体力不足!
School_can_goto_after_trun|%s转后可前往!
School_flyup|飞升
School_xl_use_max|使用道具已到达上限
School_recommend_power|推荐战力：%s万
School_recommend_power2|推荐战力：
School_seconds_before|秒前
School_hours_before|小时前
School_minutes_before|分钟前
School_attack|进攻
School_defense|防守
School_stage_open|第%s阶段开放
School_in_rest|休整中：
School_in_city|占城中：
School_rest_after_failed|战败后在此休整
School_team_des|%s的队伍\n战队：%s\n人数: %s
School_team_des2|%s\n战队：%s\n人数: %s
School_in_challenge|正在挑战
School_buy_after_seconds|秒后可购买
School_my_city|我的城池
School_cur_zmwar_lord|当前神座之巅领主
School_zmwar_eff_desc|#G活动第3阶段#end结束后发放神座荣耀加成，效果持续#G%s天#end
School_leader_operate_only|仅掌门可以进行操作
School_average_lv|均级：
School_ally|盟友
School_my_school|我的宗门
School_has_init_league|已发起结盟
School_has_refused|已拒绝
School_is_attack_freind_city|是否攻击友军城池？
School_combat_score|战备积分：%s/分钟
School_cur_combat_score|当前战备积分：
School_challenge_count_down|可挑战倒计时：
School_ctwar_freind|友军
School_ctwar_anemy|敌军
School_ctwar_insprie|伤害 +%s%，气血 +%s%
School_ctwar_insprie2|每次鼓舞可增加%s%伤害，%s%气血
School_ctwar_insprie3|（伤害上限：%s%，气血上限：%s%）
School_ctwar_insprie4|当前效果：伤害 +%s%，气血 +%s%
School_ctwar_insprie5|鼓舞效果：伤害 +%s%，气血 +%s%
School_insprie_only_open|仅活动开启时可鼓舞！
School_insprie_max|鼓舞已达上限！
School_trial_room|房间
School_team_quit|请先退出当前战队!
School_join_team_cond|声望达到%s可加入战队
School_rank|第%s名
School_city_lv|（%s级城池）
School_limit_cnt|限量
School_open_day|10月14号正式开放
School_modify_success|修改成功！
School_school_lv|仙宗%s阶
School_prestige_not_enough|声望值不足！
School_prestige|声望值
School_my_prestige|我的声望：
School_my_team|我的战队:
School_input_name|请输入宗门名称
School_Challenge_cnt_max|挑战次数已满!
School_modify_name_tip|掌门才可以为宗门命名
School_prestige_unlock_tip|声望需达到%s阶解锁
School_leader_law|掌门律令:
School_juexue_up_pre_tip|请先提升声望等级，方可继续升级绝学！
School_team_leader|队长
School_prestige_unlock_tip2| 声望%s阶解锁
School_impeach_count_down|弹劾倒计时\n
School_dg_boss_rew|BOSS奖励：(%s层)
School_dg_monster_rew|小怪奖励：(%s层)
School_not_rew_draw|暂无可领取奖励
School_xinfa_master|心法大师
School_xinfa_next_stage|下一阶段
School_xinfa_cur_stage|当前阶段
School_whole_xinfa|全身心法
School_Challenge_not_enough|挑战次数不足!
School_Challenge_cnt|挑战次数：
School_guard_exp_not_enough|守护经验不足
School_ranking|我的宗门排名：
School_ctwar_close_tip|本阶段活动已结束，可自行点击退出按钮离开活动，奖励将在稍后通过邮件进行发放。
School_ctwar_stage|第%s阶段：
School_open_league|活动开启后开放结盟
School_ctwar_enter|进入活动
School_ctwar_look|查看战场
School_challenge_cnt_useup|挑战次数已用完
School_has_worship_today|今天已经完成膜拜
School_worship_cnt|膜拜次数: 
School_candidate|候选人:
School_matching|正在匹配中
School_battle_open_tip|距离第$s界掌门争夺战还有
School_battle_close_time|掌门争夺战%s时%s分后结束
School_recover_one_after|后回复1次
School_total_kill_boss_cnt|宗门共计击杀%s个%sBOSS可领取:
School_condition_not_met|条件未达到
School_effect|效果：
School_garden_land_limit|可开垦
School_garden_land_open_cost|是否消耗%s仙玉开垦%s号垦地
School_garden_land_num|开垦地：
School_garden_harvest|可收成
School_garden_alert|警惕：%s%
School_garden_enter_after|后可再次进入
School_garden_times_use_up|今日前往其他庄园次数已c
School_garden_in_the_cooling|冷却中
School_garden_scene_tip|挂机场景才能进入他人仙圃
School_garden_unlock_tip|是否花费#G%s仙玉#end解锁？
School_trial_first_pass|【限时】开服首通BOSS，可额外领取唯一豪华奖励
School_trial_reset_count_down|重置倒计时:
School_trial_open_count_down|开启倒计时:
School_secret_cur_num|第%s境
School_skill_select|请选择要佩戴的技能
School_skill_equip|佩戴成功
School_skill_has_equip|该技能已穿戴
School_act_cond_tip|激活条件不足
School_up_cond_tip|升级条件不足
School_skill_unlock_tip|未达到解锁条件！
School_skill_up_tip|未达到升级条件！
School_gf_can_up|可继续升级
School_gf_can_active|可激活
School_rew_preview|奖励预览：
School_has_draw|已领取
School_rp_has_none|红包已经被抢完下次来早一点哦
School_tb_buy_comfirm|是否花费#G%s元宝#end购买1个%s?\n今日剩余购买次数(%s/%s)
School_tb_not_buy_cnt|没有多余的购买次数
School_tb_rule_tip|1、每天%s限时开启\n2、参与击杀BOSS可获得奖励，更有几率触发全服红包\n3、获取BOSS掉落奖励需要消耗仙魔令，每日登录即可获得
School_tb_close_count_down|结束倒计时：
School_tb_open_count_down|开始倒计时：
School_tb_not_open|活动暂未开启
School_ts_open_tip|SVIP6开启
School_ts_layer_num|第%s关
School_ts_clean_up_cond|SVIP$s可扫荡!
School_ts_not_clean_up|暂无可扫荡关卡!
School_ts_sel_cur_layer|请选择当前地图关卡!
School_ts_pass_last_layer|请通关上一关!
School_ts_has_draw|该关今日通关奖励已领取!
School_ts_auto_drag_after|%ss后自动挖宝
School_ts_auto_drag|自动挖宝
School_ts_layer_rew|%s关奖励
School_ts_pass_rew|通关当前藏宝图获得#G%s#end星奖励
School_ts_star_not_enough|通关星数不足!
School_dg_has_revive|已复活
School_dg_last_killer|上轮击杀者：
School_dg_revive_time|复活时间
School_dg_power_max|体力值已满!
School_dg_use_pill|当前体力不足，是否使用体力丹？
School_dg_use_pill_max|本次使用体力丹会超出最大上限值，是否使用？
School_dg_flyup_area|飞升秘境
School_dg_ts_area|打宝秘境
School_dg_about_to_close|即将关闭：
School_wt_pick_num|摘取数：
School_wt_pick_cond|全服培养达到满值时灵果成熟，当前岁数需要培养#R%s/%s#end次可摘取
School_ripe_count_down|成熟倒计时：
School_wt_age|树%s岁
School_xl_team_msg|队伍类型：%s\n当前增益：#G满员对BOSS增伤+10%#end
School_xl_eq_resolve_max|每次最多分解十件装备
School_xl_defeat|你击败%s
School_xl_defeated|你被%s击败
School_xl_gain_eq|获得以下装备
School_xl_lose_eq|失去以下装备
School_xl_auto_revive|自动复活倒计时#N%s
School_xl_is_use_gold_revive|是否花费#G%s元宝#end复活?
School_xl_sel_max|选择已达上限
School_xl_ep_stage|%s阶仙灵装备
School_xl_eq_suit_eff|%s件效果: 
School_xl_max_layer|最高层
School_xl_power_above|%s仙力以上
School_xl_power_under|%s仙力以下
School_xl_in_open_time|开启中,剩余时间: 
School_xl_next_act_time|下一场活动时间: %s~%s
School_xl_tommorrow_act_time|明天活动时间：%s~%s
School_xl_limit_time|今日战场限时：%s分
School_xl_add_time_by_use|是否消耗1个%s增加战场时间\n已使用
School_xl_is_use_gold_recover|是否花费%s元宝回复血量#G%s#end%
School_xl_time_remain|时间剩余:%s分
School_xl_team_gain_buff|仙灵战场内组队可获得伤害增益
School_xl_drop_count|物品掉落按个人计算
School_xl_layer_rew|仙灵战场%s层奖励
School_team_num|战队人数: #G%s/%s#end
School_team_next_lv|(下级: %s)
School_team_wh_cnt|\n仓库格子: 
School_team_create_vip|VIP%s可创建
School_team_name_not_empty|战队名称不能为空
School_team_create_prestige|宗门声望达到：#G%s#end，可组战队，闯天下！
School_team_build_point|建设值
School_team_cur_build_point|本周建设值
School_team_hist_build_point|历史建设值
School_team_pp_num|人数: %s/%s
School_team_donate_cnt|捐献数量：
School_team_gain_contb|获得贡献：
School_team_pre_sel_eq|上仙,请先选择捐献装备
School_team_is_donate|是否捐献#G%s#end件红装？本次捐献可获得#G%s#end战队捐献
School_team_wh_max|上仙，仓库已满了，升级战队可获得更多仓库空间
School_team_donate_per_cnt|上仙，单次最多捐10件装备
School_garden_log1|你暴揍了一顿<font color='0xEBD196'>%s</font>，并从他的口袋中抢走了#G%s#end，毫不讲理的闯入了他仙圃;\n
School_garden_log2|你试图闯入<font color='0xEBD196'>%s</font>的仙圃但反被暴揍一顿，只能灰溜溜的逃跑了;\n
School_garden_log3|你施了个法术，瞒天过海，偷偷潜入<font color='0xEBD196'>%s</font>的仙圃，暗中观察一番后暗讽而去;\n
School_garden_log4|<font color='0xEBD196'>%s</font>偷鸡不成蚀把米，你成功阻止了他闯入仙圃，并从他储物袋抢走了#G%s#end;\n
School_garden_log5|<font color='0xEBD196'>%s</font>击败了你的仙圃警备单位，强行闯入肆掠一番之后扬长而去，你被掠夺了#G%s#end;\n
School_garden_log6|<font color='0xEBD196'>%s</font>施了个法术，瞒天过海，偷偷潜入你的仙圃，暗中观察一番后暗讽而去;\n
School_garden_log7|，并从他的仙圃土壤中发现了#G%s#end，美滋滋;\n
School_garden_log8|你施了个法术，瞒天过海，偷偷潜入<font color='0xEBD196'>%s</font>的仙圃，毫不犹豫取走了
School_garden_log9|<font color='0xEBD196'>%s</font>施了个法术，瞒天过海，偷偷潜入你的仙圃，毫不犹豫取走
School_garden_def_lc|请先激活灵宠
School_garden_def_sn|请先激活侍女
School_garden_def_ws|请先激活武神
School_garden_def_ys|请先激活元神
School_gardeb_def_chg|%s已在%s上阵，是否更换到当前位置?
School_garden_sign|这个庄园主很懒，什么都没说
School_garden_name|仙圃主题：%s 仙圃命名：
School_my_garden|我的仙圃
School_garden_lord|仙圃主
School_garden_buff|增益：
School_none_buff|增益：暂无增益
School_garden_not_open|在他人仙圃无法打开
School_garden_crop_yield|收成产量：
School_garden_crop_time|收成时间：
School_garden_remove_tip|是否移除仙果树苗？
School_garden_leave_msg_null|留言不能为空
School_garden_leave_msg_max|留言不能超过10字
School_garden_name_null|名字不能为空
School_garden_name_max|命名不能超过4个字
School_garden_sel_seeds|请选择种子
School_my_server|本服
mine|我的
rank|排行
School_boss_recover_after|后恢复
School_boss_close_remain|距离活动结束:
School_boss_open_remain|距离活动开启:
School_tb_boss_attr_chg|全服通关#G%s#end人,BOSS属性下降#G%s#end%
School_tb_all_pass_tip|您已全部通关，后续内容敬请期待
School_tb_decline|下降
School_trail_unable_chg_mode|房间内不能改变模式!\n是否离开房间?
School_team_mode|战队模式
School_hangup_unable_access|角色挂机中，无法进入副本!
School_cp_lord_buff|王城领主归属者的宗门，可获得以下加成
School_ctwar_no_fight|尚未发生任何战斗
School_ctwar_record_tip|可保存最近20场的战斗记录
School_ctwar_in_battle|正在战斗中  请稍后。。。
School_ctwar_castellan|城       主：
School_ctwar_no_one_occupy|暂 无 人 占 领
School_ctwar_info_title1|所属宗门：
School_ctwar_info_title2|鼓舞状态：
School_ctwar_info_title3|占领所需时间：
School_ctwar_info_title4|毒雾：
School_ctwar_info_debuff|每停留10秒扣除5%气血
School_ctwar_league_aply_tip|仅掌门可进行结盟操作
School_ctwar_insprite_tip|鼓舞效果仅今天活动内生效
School_ctwar_xy_insprite|仙玉鼓舞：
School_ctwar_lord_bt|宗门领地战：
School_ctwar_look_city_tip|点击前往可查看友军的城池
School_ctwar_fighting|战斗中
School_ctwar_point_title1|【城池】
School_ctwar_point_title2|【功勋】
School_ctwar_point_title3|【占领时间(秒)】
School_ctwar_relive_player|驻扎玩家：
School_ctwar_relive_tip|不可挑战，败退后会在此复活
School_guard_title1|任务
School_guard_title2|进度
School_guard_title3|经验
School_guard_has_completed|已完成
School_editor_title|修改宗门名称
School_editor_name|宗门名：
School_notice_title|修改宗门公告
School_name|宗门名称：
School_leader2|掌    门：
School_member|宗门成员:
School_member_power|成员战力
School_strongest_team|宗门最强战队:
School_team_buff_tip|同类特权效果可叠加
School_team_member|战队成员
School_team_title3|成员
School_team_title4|操作
School_team_build_tip|快去创建第一个战队吧！
School_team_name|战队名：
School_ctwar_map_click_tip|点击可以前往目标区域
School_ctwar_help_tip|空城\n友方\n敌方\n盟友
School_boss_cur_challenge|当前挑战
School_boss_max_layer|已通关至最高层
School_tb_total_pass|全服已通
School_tb_boss_attr|BOSS属性
School_tb_leader|队
School_trail_rew_tip|参与击杀有机会掉落极品奖励
School_trail_rew_add|战队模式收益加成30%
School_trail_pass_time|通关时间
School_trail_income_times|剩余收益次数
School_trail_open_mode|开放模式
School_trail_team_mode|战队模式
School_trail_no_team_info|暂无队伍信息
School_sj_comp_tip|品质越高，组合效果越强
School_sj_comp_lv_tip|组合等级取组合中等级最低的技能等级
School_wt_pick_tip|仙果吸取上古灵气，只有天选之人才有资格摘取
School_wt_pick_limit|摘取条件：
School_wt_lord|仙果之主
School_wt_total_train|全服培养
School_xl_comp_sel_tip|从背包选择您要用于合成的装备
School_xl_not_buy_xz|暂无可购买仙装
School_xl_stone_cnt|仙灵石数量：
School_xl_comp_tip|3件同阶品可合成同阶更高品质
School_xl_resolve_excepted|预计可分解：
School_xl_rank_rew_time|每日24点结算排名奖励
School_xl_cur_layer|当前层数
School_xl_boss_drop|BOSS掉落
School_xl_up_layer_cond|升层条件
School_xl_down_layer_cond|降层条件
School_buff|BUFF
School_xl_in_battle_field|已在战场中
School_xl_power_title1|当前战力 换算
School_xl_power_title2|仙灵装备值
School_xl_power_title3|当前仙灵值
School_immortal|仙力
School_garden_will_ripen|即将成熟
School_garden_leave_msg|留下你想对其他玩家说的话
School_garden_my_team|我的阵容
School_garden_enemy_team|敌方阵容
School_player_power|玩家战力
School_detail_msg|详细信息
School_garden_sel_seed_type|请选择需要播种的种子类型
School_garden_today_cnt|今日次数：
School_garden_tree_desc|使用相同的种子可升级，升级可降低收成时间并提高产量
School_currency|贡献币:
School_Donate_equipment|捐献装备
School_time|H时m分s秒
School_cp_open_time1|下%s%s:%s开始第%s界掌门争夺战
School_cp_open_time2|本%s%s:%s开始第%s界掌门争夺战
OperType_0|捐献了
OperType_1|兑换了
TeamSelect_0|全部
TeamSelect_1|0转红装
TeamSelect_2|1转红装
TeamSelect_3|2转红装
TeamSelect_4|3转红装
TeamSelect_5|4转红装
TeamSelect_6|5转红装
TeamSelect_7|6转红装
TeamSelect_8|7转红装
TeamSelect_9|8转红装
TeamSelect_10|9转红装
WorldTreeBranch_0|
WorldTreeBranch_1|宗门掌门
WorldTreeBranch_2|宗门战力最高
WorldTreeBranch_3|宗门等级最高
WorldTreeBranch_4|世界树10岁内给露最高
WorldTreeBranch_5|试炼BOSS首通最多
WorldTreeBranch_6|宗门最强战队队长
ZyPositionName_0|
ZyPositionName_1|左前锋
ZyPositionName_2|右前锋
ZyPositionName_3|左卫
ZyPositionName_4|中卫
ZyPositionName_5|右卫
CardNoCnt|改名卡数量不足
NameNull|角色名为空
IsConfirmChange|是否确定更改？
ChangeSuc|修改成功
PushName|请输入名字
Male|男
Famale|女
SelSex|选择性别
Name|名称
Head|头像
HeadFrame|头像框
ChatFrame|聊天框
Activity|激活
UpLv|升级
UnActivity|未激活
LvEnd|已满级
UpLvAddAttr|升级增加属性
SpeEft|特殊效果
UpConditon|升级条件
Consume|消耗：
EndAct|（已激活）
ChatKuang|聊天框：
PleaseSelChatFrame|请选择聊天框！
PleaseSelHead|请选择头像！
PleaseSelHeadFram|请选择头像框！
ChatFrameUnLock|聊天框未解锁！
HeadUnLock|头像未解锁！
HeadFrameUnLock|头像框未解锁！
OnChangeSuc|更换成功！
Using|使用中
ChangeName|逆天改名
UnLv|不可升级
spell_tip_reset|当前还有可升级的技能，本次重置不生效
spell_cur_attr|当前属性
spell_next_attr|下级属性
spell_lv|%s级
spell_stage|%s阶
spell_act|#G(可激活)#end
spell_can_lvup|#G可升级#end
spell_book_attr0|当前属性#G（%s阶）#end
spell_book_attr1|下阶属性#G（%s阶）#end
spell_book_act_limit|激活条件：%s阶
spell_change_type0|神临系
spell_change_type1|主宰系
spell_change_type2|不朽系
spell_change_lv|#G(评级%s%)#end
spell_change_tip|是否消耗500仙玉重置神变因子\n神变因子重置消耗的仙玉不计入仙玉消费活动中
spell_change_rate0|%s点
spell_change_rate1|当前可支配:%s点
spell_change_fs|达到飞升%s阶解锁
spell_change_name|#R%s#end #G(%s级)#end\n#O%s#end
spell_change_cur|#B当前效果:#end\n			%s
spell_change_next|#B下一级效果:#end\n			%s
spell_change_limit0|\n#B升级条件:#end
spell_change_limit1|\n			#R%s#end达到%s级
spell_change_limit2|\n			%s总等级达到%s级
spell_change_mat|消耗:#O%s#end%s(%s/%s)#end
spell_xg_master0|玄功总等级达到%s#G(已激活)#end
spell_xg_master1|玄功总等级达到%s%s(%s)#end
spell_xg_tip0|没有合适的玄功可镶嵌
spell_xg_tip1|已达到最大等级
spell_xg_tip2|未镶嵌玄功
spell_xg_tip3|没有合适的玄功可镶嵌
spell_xg_tip4|该玄功已经配戴
spell_xg_tip5|请先选中吞噬材料
spell_xg_tip6|勾选了同类型高品质玄功，是否反向吞噬
spell_xg_type0|奥义
spell_xg_type1|玄阴
spell_xg_type2|玄阳
spell_xg_qua|%s%s色品质#end
spell_xg_sx|%s属性
spell_xg_xf|玄功心法 第%s层
spell_xg_power|战力 +%s
spell_xg_next|下一阶段
spell_xg_cur|当前阶段
spell_xg_fsx|副属性
spell_xg_lvup|玄功升级
spell_xg_limit|通关神墓%s层解锁%s第%s孔位
spell_xg_name|%s%s#end					%s级/%s级
spell_skill_tip0|角色等级不足
spell_skill_tip1|卸下仙法成功
spell_skill_tip2|佩戴仙法成功
spell_skill_tip3|仙法已配戴
spell_skill_tip4|灵气不足
spell_skill_tip5|仙法总等级不足
spell_skill_name0|%s%s#end\n#R(未激活)#end
spell_skill_name1|%s%s#end\n等级：%s
spell_skill_msg|被动属性  %s冷却时间  #G%s(-%s)s#end\n攻击范围  #G目标+%s#end\n#G%s%#end攻击伤害#G+%s#end点额外伤害
spell_skill_mst|#Y仙法精通%s阶\n#end#G战力  +%s#end
spell_skill_cur|#B当前阶段#end  全身仙法+%s #G（已激活）\n%s#end
spell_skill_next|#B下一阶段#end  全身仙法+%s %s（%s/%s）#end\n#H%s#end
spell_stamina_grade|#G%s阶#end
spell_stamina_imm|#R%s阶·%s期#end
spell_stamina_act0|%s阶·%s可激活
spell_stamina_act1|%s可激活
spell_stamina_full|#G(已满阶)#end\n
spell_god_act|#G%s阶激活#end
spell_god_lv|%s %s阶
spell_god_max|%s 已满阶
spell_god_auto|自动释放
spell_god_cur|当前效果
spell_god_limit0|激活条件
spell_god_limit1|%s达到%s阶
spell_god_tips|释放技能有50%概率秒杀血量低于%s%的BOSS
spell_god_tip0|释放强力高爆发神技，重创BOSS！
spell_god_tip1|激活条件：%s×%s
spell_god_tip2|激活条件：通过第%s关
spell_god_tip3|未达到激活条件
spell_god_tip4|%s物品不足
spell_talent_type0|初级
spell_talent_type1|高级
spell_talent_type2|稀有
spell_talent_type3|专属
spell_talent_tip|%s不足!
spell_talent_lv|天赋精通%s级
spell_talent_alllv|天赋总等级：
spell_talent_name|%s天赋：%s#end#G(%s级)#end\n#O种别：%s#end
spell_talent_msg|#B效果一：#end\n			%s\n#B效果二：#end\n			激活天赋可增加#G战力+%s#end
spell_talent_limit|%s消耗：%s#end%s(%s/%s)#end
Store_1|购买
Store_2|兑换
Store_3|商店
Store_4|巅峰商店
Store_5|每日限购
Store_6|限购
Store_7|%s后结束
Store_8|价格:
Store_9|%s折
Store_10|原价:
Store_11|现价:
Store_12|通关%s层可解锁
Store_13|VIP等级不足
Store_14|商品已达到限购次数
Store_15|道具商店
Store_16|VIP商店
Store_17|侍从商店
Store_18|宗门商店
Store_19|伏魔商店
Store_20|灵宝商店
Store_21|幻境商店
Store_22|八卦商店
Store_23|法身商店
Store_24|稀有商店
Store_25|仙宗商店
Store_26|仙缘商店
Store_27|元神商店
Store_28|法身商店
Store_29|神座商店
Store_30|圣痕商店
Store_31|总价：
